Time ,AvePressure [N/sq cm],MaxPressure [N/sq cm],MinPressure [N/sq cm],Force [N],Contact Area [sq cm],Centroid X [cm],Centroid Y [cm],Centroid Z [cm]
656.214,-0.031,0.245,-0.308,2.22,29.9,3.7,6.1,0
656.248,-0.032,0.242,-0.308,2.22,30.2,3.7,6.1,0
656.282,-0.032,0.24,-0.308,2.21,30.2,3.7,6.1,0
656.316,-0.032,0.239,-0.308,2.2,29.9,3.7,6.1,0
656.35,-0.032,0.239,-0.308,2.19,30.2,3.7,6.1,0
656.385,-0.032,0.239,-0.308,2.19,30.2,3.7,6.1,0
656.419,-0.032,0.238,-0.308,2.18,29.9,3.7,6.1,0
656.453,-0.032,0.237,-0.308,2.18,29.9,3.7,6.1,0
656.487,-0.032,0.236,-0.308,2.17,29.9,3.7,6.1,0
656.521,-0.033,0.235,-0.308,2.15,28.8,3.7,6.1,0
656.555,-0.033,0.235,-0.309,2.13,28.8,3.7,6.1,0
656.59,-0.033,0.234,-0.309,2.12,28.8,3.7,6.1,0
656.624,-0.033,0.233,-0.31,2.11,29.2,3.7,6.1,0
656.658,-0.033,0.233,-0.311,2.09,29.2,3.7,6.1,0
656.692,-0.034,0.233,-0.308,2.07,29.2,3.7,6.1,0
656.726,-0.034,0.233,-0.308,2.06,29.2,3.7,6.1,0
656.76,-0.034,0.233,-0.308,2.04,29.2,3.7,6.1,0
656.795,-0.034,0.232,-0.308,2.03,28.8,3.7,6,0
656.829,-0.034,0.232,-0.306,2.02,28.8,3.6,6,0
656.863,-0.035,0.23,-0.305,2,28.4,3.6,6,0
656.897,-0.035,0.23,-0.305,1.99,27.7,3.6,6,0
656.931,-0.035,0.23,-0.305,1.97,27.7,3.6,6,0
656.965,-0.035,0.23,-0.307,1.95,27.7,3.6,6,0
657,-0.035,0.229,-0.308,1.94,27.7,3.6,6,0
657.034,-0.036,0.228,-0.308,1.92,27.4,3.6,6.1,0
657.068,-0.036,0.226,-0.308,1.91,27.4,3.6,6,0
657.102,-0.036,0.225,-0.308,1.9,27.4,3.6,6,0
657.136,-0.036,0.225,-0.308,1.88,27.4,3.5,6,0
657.171,-0.036,0.225,-0.308,1.87,27.4,3.5,6,0
657.205,-0.036,0.225,-0.307,1.87,27,3.5,6,0
657.239,-0.037,0.225,-0.308,1.86,27,3.5,6,0
657.273,-0.037,0.226,-0.308,1.85,27,3.5,6,0
657.307,-0.037,0.227,-0.307,1.84,26.6,3.5,6,0
657.341,-0.037,0.228,-0.307,1.84,26.6,3.5,6,0
657.376,-0.037,0.229,-0.308,1.83,27,3.5,6.1,0
657.41,-0.037,0.23,-0.308,1.83,27,3.5,6,0
657.444,-0.037,0.23,-0.308,1.84,27.4,3.5,6,0
657.478,-0.037,0.231,-0.308,1.84,27.4,3.5,6,0
657.512,-0.037,0.232,-0.307,1.84,27.4,3.5,6,0
657.546,-0.037,0.231,-0.307,1.84,27,3.5,6,0
657.581,-0.037,0.23,-0.307,1.84,27,3.5,6,0
657.615,-0.037,0.23,-0.307,1.84,27,3.5,6,0
657.649,-0.037,0.231,-0.306,1.84,27,3.5,6,0
657.683,-0.037,0.231,-0.306,1.83,27,3.4,6,0
657.717,-0.037,0.231,-0.306,1.83,27,3.4,6,0
657.751,-0.037,0.23,-0.307,1.82,27,3.4,6,0
657.786,-0.037,0.23,-0.307,1.82,26.6,3.4,6,0
657.82,-0.037,0.229,-0.308,1.81,26.6,3.4,6,0
657.854,-0.038,0.228,-0.308,1.8,27,3.4,6,0
657.888,-0.038,0.229,-0.308,1.8,27,3.4,6,0
657.922,-0.038,0.229,-0.308,1.8,27,3.4,6,0
657.956,-0.037,0.23,-0.308,1.8,26.6,3.4,6,0
657.991,-0.037,0.23,-0.307,1.8,26.6,3.4,6,0
658.025,-0.038,0.23,-0.307,1.8,26.6,3.4,6,0
658.059,-0.038,0.23,-0.307,1.78,26.3,3.4,6,0
658.093,-0.038,0.228,-0.306,1.76,26.3,3.4,6,0
658.127,-0.039,0.226,-0.307,1.7,25.2,3.3,6,0
658.161,-0.041,0.219,-0.307,1.59,24.1,3.2,6,0
658.196,-0.043,0.214,-0.305,1.42,22.7,3,6,0
658.23,-0.046,0.197,-0.304,1.22,20.9,2.8,6,0
658.264,-0.049,0.186,-0.304,1.02,19.8,2.4,6,0
658.298,-0.053,0.158,-0.303,0.79,17.3,2,5.9,0
658.332,-0.057,0.14,-0.301,0.58,14.4,1.4,5.9,0
658.366,-0.061,0.116,-0.299,0.42,10.8,1.2,5.7,0
658.401,-0.064,0.102,-0.298,0.29,9,1.3,5.1,0
658.435,-0.067,0.087,-0.297,0.21,7.2,1.5,4.4,0
658.469,-0.069,0.078,-0.296,0.16,6.1,1.7,3.7,0
658.503,-0.07,0.08,-0.295,0.14,5.4,1.9,3.2,0
658.537,-0.071,0.08,-0.295,0.12,4.7,2,3,0
658.571,-0.072,0.082,-0.295,0.12,4,2,2.8,0
658.606,-0.072,0.082,-0.295,0.11,4.3,2.1,2.7,0
658.64,-0.072,0.083,-0.295,0.11,4.3,2.1,2.6,0
658.674,-0.073,0.085,-0.295,0.11,4,2.1,2.5,0
658.708,-0.073,0.083,-0.295,0.11,4,2.2,2.5,0
658.742,-0.073,0.083,-0.296,0.11,4,2.2,2.4,0
658.777,-0.073,0.083,-0.296,0.1,4,2.2,2.3,0
658.811,-0.073,0.083,-0.296,0.1,4,2.2,2.3,0
658.845,-0.073,0.082,-0.297,0.1,3.2,2.2,2.3,0
658.879,-0.073,0.082,-0.295,0.1,3.6,2.2,2.3,0
658.913,-0.073,0.082,-0.294,0.1,3.6,2.2,2.3,0
658.947,-0.073,0.082,-0.294,0.1,3.6,2.2,2.3,0
658.982,-0.073,0.082,-0.294,0.1,3.6,2.2,2.3,0
659.016,-0.073,0.083,-0.294,0.1,3.6,2.2,2.2,0
659.05,-0.073,0.082,-0.295,0.1,3.6,2.3,2.2,0
659.084,-0.073,0.082,-0.294,0.1,3.6,2.3,2.2,0
659.118,-0.073,0.08,-0.294,0.1,3.6,2.3,2.2,0
659.152,-0.073,0.08,-0.294,0.1,3.6,2.3,2.2,0
659.187,-0.073,0.083,-0.294,0.1,3.6,2.3,2.1,0
659.221,-0.073,0.085,-0.296,0.1,3.6,2.3,2.1,0
659.255,-0.073,0.083,-0.297,0.1,3.6,2.3,2.1,0
659.289,-0.073,0.083,-0.297,0.1,3.2,2.3,2.1,0
659.323,-0.073,0.085,-0.297,0.1,3.2,2.3,2.1,0
659.357,-0.073,0.087,-0.297,0.1,3.2,2.3,2.1,0
659.392,-0.073,0.083,-0.297,0.1,2.9,2.3,2.1,0
659.426,-0.073,0.082,-0.296,0.1,2.9,2.3,2.1,0
659.46,-0.073,0.083,-0.295,0.1,3.2,2.3,2.1,0
659.494,-0.073,0.085,-0.297,0.1,3.2,2.2,2.1,0
659.528,-0.073,0.082,-0.298,0.1,2.9,2.3,2.2,0
659.562,-0.073,0.08,-0.297,0.1,3.2,2.2,2.1,0
659.597,-0.073,0.082,-0.296,0.1,3.2,2.2,2,0
659.631,-0.072,0.083,-0.295,0.09,3.2,2.2,2,0
659.665,-0.072,0.085,-0.295,0.09,3.6,2.1,2,0
659.699,-0.071,0.087,-0.295,0.09,3.2,2.1,1.9,0
659.733,-0.07,0.087,-0.295,0.09,4,2.1,2,0
659.767,-0.07,0.085,-0.298,0.1,4.3,2.4,2.5,0
659.802,-0.069,0.082,-0.299,0.13,5.8,2.8,3.3,0
659.836,-0.067,0.078,-0.298,0.17,6.8,3,4.3,0
659.87,-0.065,0.08,-0.298,0.22,7.9,3,4.9,0
659.904,-0.063,0.092,-0.299,0.29,9,3.1,5.4,0
659.938,-0.06,0.106,-0.301,0.37,11.9,3.1,5.8,0
659.972,-0.057,0.115,-0.301,0.49,14,3.2,6.1,0
660.007,-0.054,0.123,-0.301,0.65,18,3.3,6.3,0
660.041,-0.051,0.132,-0.302,0.8,19.4,3.4,6.5,0
660.075,-0.048,0.14,-0.302,0.95,20.2,3.4,6.6,0
660.109,-0.046,0.15,-0.303,1.09,22,3.5,6.6,0
660.143,-0.044,0.156,-0.303,1.21,22.7,3.6,6.7,0
660.177,-0.042,0.161,-0.305,1.32,24.5,3.6,6.7,0
660.212,-0.04,0.164,-0.305,1.43,25.6,3.6,6.7,0
660.246,-0.039,0.168,-0.305,1.52,25.9,3.7,6.7,0
660.28,-0.038,0.171,-0.305,1.6,26.3,3.7,6.7,0
660.314,-0.037,0.174,-0.307,1.67,27,3.7,6.7,0
660.348,-0.036,0.175,-0.308,1.74,27.4,3.7,6.7,0
660.383,-0.035,0.178,-0.308,1.79,28.1,3.7,6.7,0
660.417,-0.035,0.179,-0.307,1.84,28.8,3.8,6.7,0
660.451,-0.034,0.18,-0.307,1.89,28.8,3.8,6.7,0
660.485,-0.033,0.18,-0.307,1.94,28.8,3.8,6.7,0
660.519,-0.033,0.183,-0.308,1.97,29.5,3.8,6.7,0
660.553,-0.033,0.186,-0.308,2,29.5,3.8,6.7,0
660.588,-0.032,0.188,-0.308,2.03,29.5,3.8,6.7,0
660.622,-0.032,0.188,-0.308,2.04,29.5,3.8,6.7,0
660.656,-0.032,0.188,-0.308,2.05,29.9,3.8,6.7,0
660.69,-0.032,0.189,-0.308,2.06,30.2,3.8,6.7,0
660.724,-0.032,0.19,-0.308,2.07,30.2,3.8,6.7,0
660.758,-0.032,0.19,-0.308,2.07,30.2,3.8,6.7,0
660.793,-0.032,0.191,-0.307,2.07,30.2,3.8,6.7,0
660.827,-0.032,0.193,-0.307,2.07,29.9,3.8,6.7,0
660.861,-0.032,0.194,-0.307,2.08,30.2,3.8,6.7,0
660.895,-0.032,0.197,-0.307,2.09,30.6,3.8,6.7,0
660.929,-0.032,0.198,-0.306,2.1,31,3.8,6.7,0
660.963,-0.032,0.198,-0.306,2.11,30.6,3.8,6.7,0
660.998,-0.031,0.198,-0.306,2.12,30.6,3.8,6.7,0
661.032,-0.031,0.2,-0.307,2.12,30.6,3.8,6.7,0
661.066,-0.031,0.2,-0.308,2.14,30.6,3.8,6.7,0
661.1,-0.031,0.202,-0.309,2.15,30.2,3.8,6.7,0
661.134,-0.031,0.203,-0.309,2.15,30.2,3.8,6.7,0
661.168,-0.031,0.203,-0.309,2.16,30.6,3.8,6.7,0
661.203,-0.031,0.204,-0.308,2.17,31,3.8,6.7,0
661.237,-0.031,0.205,-0.308,2.17,31,3.8,6.7,0
661.271,-0.031,0.205,-0.309,2.18,31,3.8,6.7,0
661.305,-0.031,0.206,-0.31,2.19,31,3.8,6.7,0
661.339,-0.03,0.206,-0.309,2.2,31,3.8,6.7,0
661.373,-0.03,0.207,-0.309,2.2,31,3.8,6.7,0
661.408,-0.03,0.208,-0.309,2.2,31,3.8,6.7,0
661.442,-0.03,0.209,-0.308,2.2,31.3,3.8,6.7,0
661.476,-0.03,0.209,-0.308,2.2,31.3,3.8,6.7,0
661.51,-0.03,0.21,-0.308,2.21,31.3,3.8,6.7,0
661.544,-0.03,0.21,-0.309,2.21,31.3,3.8,6.7,0
661.578,-0.031,0.21,-0.309,2.21,31.3,3.8,6.7,0
661.613,-0.031,0.209,-0.309,2.21,31.7,3.8,6.7,0
661.647,-0.031,0.209,-0.309,2.21,31.7,3.8,6.7,0
661.681,-0.031,0.209,-0.308,2.2,31.3,3.8,6.7,0
661.715,-0.031,0.209,-0.308,2.19,30.6,3.8,6.7,0
661.749,-0.031,0.209,-0.308,2.2,31,3.8,6.7,0
661.783,-0.031,0.208,-0.308,2.21,31.3,3.8,6.7,0
661.818,-0.031,0.207,-0.307,2.21,31.7,3.8,6.7,0
661.852,-0.03,0.207,-0.307,2.22,31.3,3.8,6.7,0
661.886,-0.03,0.206,-0.307,2.21,31.3,3.8,6.7,0
661.92,-0.031,0.207,-0.307,2.21,31.7,3.8,6.7,0
661.954,-0.031,0.207,-0.307,2.21,31.3,3.8,6.7,0
661.988,-0.031,0.209,-0.307,2.21,31.7,3.8,6.7,0
662.023,-0.031,0.21,-0.307,2.22,31.7,3.8,6.7,0
662.057,-0.031,0.21,-0.308,2.22,31.7,3.8,6.7,0
662.091,-0.03,0.209,-0.307,2.23,31.7,3.8,6.7,0
662.125,-0.03,0.21,-0.306,2.23,31,3.8,6.7,0
662.159,-0.03,0.211,-0.306,2.24,31.3,3.8,6.6,0
662.194,-0.03,0.214,-0.306,2.25,31,3.8,6.6,0
662.228,-0.03,0.216,-0.306,2.25,31.3,3.8,6.6,0
662.262,-0.03,0.216,-0.306,2.26,31.3,3.8,6.6,0
662.296,-0.03,0.217,-0.307,2.26,31.7,3.8,6.6,0
662.33,-0.03,0.217,-0.307,2.27,32,3.8,6.6,0
662.364,-0.03,0.217,-0.306,2.29,32,3.8,6.6,0
662.399,-0.03,0.219,-0.306,2.3,32.4,3.8,6.6,0
662.433,-0.029,0.22,-0.306,2.31,32.4,3.8,6.6,0
662.467,-0.029,0.221,-0.307,2.32,32.4,3.8,6.6,0
662.501,-0.029,0.222,-0.308,2.32,31.7,3.8,6.6,0
662.535,-0.029,0.223,-0.309,2.32,31.7,3.8,6.6,0
662.569,-0.029,0.224,-0.309,2.33,31.7,3.8,6.6,0
662.604,-0.029,0.224,-0.309,2.33,31.7,3.8,6.6,0
662.638,-0.029,0.224,-0.31,2.33,31.7,3.8,6.6,0
662.672,-0.029,0.225,-0.311,2.33,32,3.8,6.6,0
662.706,-0.029,0.225,-0.309,2.33,32.4,3.8,6.6,0
662.74,-0.029,0.226,-0.308,2.34,32.4,3.8,6.6,0
662.774,-0.029,0.226,-0.308,2.34,32.4,3.8,6.6,0
662.809,-0.029,0.227,-0.308,2.35,31.7,3.8,6.6,0
662.843,-0.029,0.227,-0.309,2.36,31.7,3.8,6.6,0
662.877,-0.029,0.227,-0.309,2.36,31.7,3.8,6.6,0
662.911,-0.029,0.226,-0.309,2.36,31.7,3.8,6.7,0
662.945,-0.029,0.227,-0.309,2.37,31.7,3.8,6.6,0
662.979,-0.029,0.227,-0.308,2.37,31.7,3.8,6.6,0
663.014,-0.029,0.226,-0.307,2.37,31.7,3.8,6.6,0
663.048,-0.029,0.226,-0.307,2.37,31.7,3.8,6.6,0
663.082,-0.029,0.226,-0.307,2.37,31.7,3.8,6.6,0
663.116,-0.029,0.227,-0.308,2.37,31.7,3.8,6.6,0
663.15,-0.029,0.228,-0.308,2.37,32.4,3.8,6.6,0
663.184,-0.029,0.228,-0.308,2.37,32.4,3.8,6.6,0
663.219,-0.029,0.229,-0.308,2.38,32.4,3.9,6.6,0
663.253,-0.029,0.229,-0.309,2.38,32,3.9,6.6,0
663.287,-0.029,0.229,-0.31,2.38,32,3.9,6.6,0
663.321,-0.029,0.229,-0.309,2.38,32,3.9,6.6,0
663.355,-0.029,0.228,-0.308,2.38,32,3.9,6.6,0
663.389,-0.029,0.226,-0.309,2.37,32,3.9,6.6,0
663.424,-0.029,0.226,-0.309,2.37,32,3.8,6.6,0
663.458,-0.029,0.227,-0.31,2.36,32,3.8,6.6,0
663.492,-0.029,0.226,-0.31,2.35,32,3.8,6.6,0
663.526,-0.029,0.226,-0.308,2.33,32,3.8,6.6,0
663.56,-0.029,0.223,-0.308,2.31,31.7,3.8,6.6,0
663.594,-0.03,0.22,-0.308,2.28,31.3,3.8,6.6,0
663.629,-0.031,0.213,-0.309,2.22,31.3,3.7,6.6,0
663.663,-0.032,0.209,-0.308,2.13,30.6,3.7,6.6,0
663.697,-0.033,0.194,-0.307,2.01,29.5,3.6,6.6,0
663.731,-0.036,0.19,-0.307,1.85,28.8,3.5,6.5,0
663.765,-0.038,0.185,-0.307,1.63,26.6,3.3,6.5,0
663.799,-0.042,0.182,-0.306,1.41,24.8,3.1,6.5,0
663.834,-0.046,0.169,-0.305,1.14,22.3,2.8,6.5,0
663.868,-0.05,0.161,-0.303,0.91,19.8,2.4,6.5,0
663.902,-0.054,0.14,-0.302,0.68,16.6,1.8,6.4,0
663.936,-0.058,0.127,-0.3,0.5,12.2,1.3,6.3,0
663.97,-0.062,0.107,-0.298,0.37,9.4,1.2,6,0
664.005,-0.065,0.093,-0.299,0.26,8.6,1.4,5.3,0
664.039,-0.067,0.081,-0.299,0.19,6.5,1.6,4.4,0
664.073,-0.069,0.073,-0.298,0.15,5.8,1.8,3.8,0
664.107,-0.07,0.07,-0.298,0.13,5.4,2,3.6,0
664.141,-0.071,0.068,-0.298,0.13,4.7,2.1,3.3,0
664.175,-0.072,0.07,-0.297,0.12,4.7,2.1,3.2,0
664.21,-0.072,0.072,-0.298,0.12,4.7,2.2,3.1,0
664.244,-0.072,0.073,-0.298,0.12,4.7,2.2,3,0
664.278,-0.072,0.075,-0.296,0.12,4.7,2.2,2.9,0
