Time ,AvePressure [N/sq cm],MaxPressure [N/sq cm],MinPressure [N/sq cm],Force [N],Contact Area [sq cm],Centroid X [cm],Centroid Y [cm],Centroid Z [cm]
795.974,0.063,2.243,-0.292,15.23,28.4,3.5,8.2,0
796.008,0.065,2.251,-0.292,15.35,28.4,3.5,8.2,0
796.042,0.065,2.256,-0.292,15.45,28.8,3.5,8.2,0
796.077,0.066,2.263,-0.292,15.54,29.2,3.5,8.2,0
796.111,0.067,2.268,-0.29,15.59,29.2,3.5,8.2,0
796.145,0.067,2.271,-0.29,15.64,28.8,3.5,8.2,0
796.179,0.068,2.273,-0.291,15.69,28.8,3.5,8.2,0
796.213,0.068,2.275,-0.292,15.74,28.8,3.5,8.2,0
796.247,0.069,2.277,-0.293,15.78,28.8,3.5,8.2,0
796.282,0.069,2.28,-0.293,15.82,28.8,3.5,8.2,0
796.316,0.069,2.281,-0.292,15.85,28.8,3.4,8.2,0
796.35,0.069,2.281,-0.291,15.89,28.8,3.4,8.2,0
796.384,0.07,2.282,-0.29,15.92,29.2,3.4,8.2,0
796.418,0.07,2.283,-0.29,15.94,29.5,3.4,8.2,0
796.452,0.07,2.283,-0.29,15.96,29.5,3.4,8.2,0
796.487,0.07,2.281,-0.29,15.97,29.2,3.4,8.2,0
796.521,0.07,2.281,-0.29,15.97,29.5,3.4,8.2,0
796.555,0.07,2.282,-0.29,15.96,29.5,3.4,8.2,0
796.589,0.07,2.283,-0.29,15.95,29.5,3.4,8.2,0
796.623,0.07,2.282,-0.29,15.94,29.5,3.4,8.2,0
796.657,0.07,2.281,-0.291,15.94,29.5,3.4,8.2,0
796.692,0.07,2.281,-0.292,15.95,29.9,3.4,8.2,0
796.726,0.071,2.282,-0.292,15.97,29.9,3.4,8.2,0
796.76,0.071,2.282,-0.292,16,29.5,3.4,8.2,0
796.794,0.071,2.282,-0.291,16.02,29.5,3.4,8.2,0
796.828,0.071,2.285,-0.29,16.04,29.5,3.5,8.2,0
796.862,0.072,2.286,-0.29,16.06,29.9,3.5,8.2,0
796.897,0.072,2.29,-0.29,16.08,29.9,3.5,8.2,0
796.931,0.072,2.294,-0.29,16.11,29.5,3.5,8.2,0
796.965,0.072,2.293,-0.29,16.12,29.5,3.5,8.2,0
796.999,0.072,2.293,-0.291,16.12,29.9,3.5,8.2,0
797.033,0.072,2.291,-0.293,16.13,29.9,3.5,8.2,0
797.067,0.072,2.29,-0.293,16.13,29.9,3.5,8.2,0
797.102,0.072,2.289,-0.293,16.13,29.9,3.5,8.2,0
797.136,0.072,2.287,-0.292,16.13,29.9,3.5,8.2,0
797.17,0.072,2.287,-0.291,16.13,29.9,3.5,8.2,0
797.204,0.072,2.287,-0.29,16.12,29.9,3.5,8.2,0
797.238,0.072,2.287,-0.29,16.11,29.9,3.5,8.2,0
797.273,0.072,2.287,-0.29,16.09,29.9,3.5,8.2,0
797.307,0.072,2.288,-0.29,16.06,29.9,3.5,8.2,0
797.341,0.072,2.288,-0.29,16.06,29.9,3.5,8.2,0
797.375,0.072,2.287,-0.29,16.05,30.6,3.5,8.2,0
797.409,0.071,2.286,-0.291,16.05,31,3.5,8.2,0
797.443,0.071,2.288,-0.292,16.03,31,3.5,8.2,0
797.478,0.071,2.289,-0.291,16.01,31,3.5,8.2,0
797.512,0.071,2.289,-0.29,16,31,3.5,8.2,0
797.546,0.071,2.29,-0.291,15.98,30.6,3.5,8.2,0
797.58,0.071,2.289,-0.292,15.97,30.6,3.5,8.2,0
797.614,0.071,2.289,-0.291,15.95,30.6,3.5,8.2,0
797.648,0.071,2.289,-0.29,15.94,31,3.5,8.2,0
797.683,0.071,2.289,-0.291,15.94,31,3.5,8.2,0
797.717,0.071,2.289,-0.291,15.94,31,3.5,8.2,0
797.751,0.071,2.289,-0.291,15.94,31,3.5,8.2,0
797.785,0.071,2.289,-0.291,15.94,31,3.5,8.2,0
797.819,0.071,2.288,-0.29,15.92,31,3.5,8.2,0
797.853,0.071,2.29,-0.29,15.92,31,3.5,8.2,0
797.888,0.071,2.293,-0.29,15.93,31,3.5,8.2,0
797.922,0.071,2.292,-0.291,15.94,31,3.5,8.2,0
797.956,0.071,2.292,-0.29,15.94,31.7,3.5,8.2,0
797.99,0.071,2.289,-0.288,15.94,31.3,3.5,8.2,0
798.024,0.071,2.287,-0.289,15.95,31.3,3.5,8.2,0
798.058,0.071,2.289,-0.29,15.96,31.3,3.5,8.2,0
798.093,0.071,2.291,-0.29,15.99,31.7,3.5,8.2,0
798.127,0.071,2.291,-0.29,16,30.6,3.5,8.2,0
798.161,0.071,2.292,-0.29,16,31,3.5,8.2,0
798.195,0.071,2.292,-0.291,16,31.3,3.5,8.2,0
798.229,0.071,2.292,-0.291,16.01,31,3.5,8.2,0
798.263,0.071,2.29,-0.291,16,30.6,3.5,8.2,0
798.298,0.071,2.289,-0.291,15.98,30.6,3.5,8.2,0
798.332,0.071,2.29,-0.291,15.96,30.6,3.5,8.2,0
798.366,0.071,2.292,-0.29,15.94,30.6,3.5,8.2,0
798.4,0.071,2.292,-0.29,15.93,31,3.5,8.2,0
798.434,0.071,2.292,-0.29,15.94,31,3.5,8.2,0
798.468,0.071,2.289,-0.29,15.97,31,3.5,8.2,0
798.503,0.071,2.286,-0.29,15.98,31,3.5,8.2,0
798.538,0.071,2.286,-0.29,15.93,31,3.5,8.2,0
798.572,0.07,2.286,-0.29,15.79,31,3.5,8.2,0
798.606,0.067,2.28,-0.29,15.42,30.2,3.4,8.2,0
798.64,0.061,2.276,-0.289,14.72,29.9,3.4,8.2,0
798.674,0.051,2.245,-0.288,13.5,29.2,3.3,8.1,0
798.709,0.037,2.224,-0.284,11.86,26.6,3.2,8.1,0
798.743,0.022,2.092,-0.282,10.15,23.8,3.2,8.1,0
798.777,0.006,2.005,-0.281,8.31,22.7,3.1,8.1,0
798.811,-0.011,1.516,-0.281,6.4,22,3,8.1,0
798.845,-0.025,1.237,-0.287,4.64,20.5,3,8,0
798.88,-0.037,0.899,-0.29,3.21,18.7,3,8,0
798.914,-0.045,0.671,-0.293,2.22,16.9,3,7.9,0
798.948,-0.051,0.492,-0.295,1.55,16.9,2.9,7.7,0
798.982,-0.055,0.373,-0.295,1.11,15.1,2.9,7.5,0
799.016,-0.058,0.288,-0.296,0.83,13.3,2.8,7.2,0
799.05,-0.06,0.232,-0.295,0.64,11.5,2.8,6.9,0
799.085,-0.061,0.191,-0.295,0.52,10.4,2.8,6.6,0
799.119,-0.062,0.164,-0.295,0.44,10.1,2.7,6.3,0
799.153,-0.063,0.141,-0.296,0.39,9.7,2.7,6,0
799.187,-0.063,0.126,-0.295,0.35,9,2.7,5.8,0
799.221,-0.064,0.115,-0.295,0.32,8.6,2.7,5.5,0
799.255,-0.064,0.107,-0.294,0.31,7.9,2.7,5.4,0
799.29,-0.064,0.101,-0.293,0.29,7.6,2.7,5.2,0
799.324,-0.064,0.101,-0.294,0.28,7.2,2.7,5.1,0
799.358,-0.065,0.102,-0.295,0.27,7.2,2.7,5,0
799.392,-0.065,0.102,-0.296,0.27,6.8,2.7,4.9,0
799.426,-0.065,0.106,-0.296,0.26,6.8,2.7,4.8,0
799.46,-0.065,0.107,-0.297,0.26,6.8,2.7,4.7,0
799.495,-0.065,0.109,-0.298,0.25,6.5,2.7,4.6,0
799.529,-0.065,0.109,-0.298,0.25,6.5,2.7,4.5,0
799.563,-0.065,0.111,-0.298,0.25,6.5,2.7,4.4,0
799.597,-0.065,0.111,-0.298,0.24,6.5,2.7,4.4,0
799.631,-0.065,0.111,-0.298,0.24,6.5,2.8,4.3,0
799.665,-0.066,0.112,-0.297,0.24,6.1,2.8,4.2,0
799.7,-0.065,0.111,-0.296,0.24,6.5,2.8,4.2,0
799.734,-0.066,0.111,-0.296,0.23,6.5,2.8,4.1,0
799.768,-0.066,0.112,-0.296,0.23,6.5,2.8,4.1,0
799.802,-0.066,0.112,-0.295,0.23,6.1,2.8,4,0
799.836,-0.066,0.111,-0.294,0.23,6.1,2.8,4,0
799.87,-0.066,0.111,-0.294,0.22,5.8,2.8,4,0
799.905,-0.066,0.109,-0.294,0.22,5.8,2.8,4,0
799.939,-0.066,0.107,-0.294,0.22,5.8,2.8,3.9,0
799.973,-0.066,0.107,-0.294,0.22,5.8,2.8,3.9,0
800.007,-0.066,0.107,-0.294,0.22,5.8,2.8,3.8,0
800.041,-0.066,0.109,-0.294,0.21,5.8,2.8,3.8,0
800.075,-0.066,0.111,-0.294,0.21,5.8,2.8,3.8,0
800.11,-0.067,0.111,-0.294,0.21,5.4,2.8,3.7,0
800.144,-0.067,0.111,-0.294,0.21,5.4,2.8,3.7,0
800.178,-0.067,0.111,-0.294,0.21,5.4,2.8,3.7,0
800.212,-0.067,0.109,-0.293,0.21,5.4,2.8,3.6,0
800.246,-0.067,0.109,-0.293,0.21,5.8,2.8,3.6,0
800.28,-0.067,0.107,-0.294,0.21,5.8,2.8,3.7,0
800.315,-0.067,0.107,-0.295,0.2,5.8,2.8,3.6,0
800.349,-0.067,0.106,-0.295,0.2,6.1,2.8,3.6,0
800.383,-0.067,0.109,-0.294,0.2,5.8,2.8,3.6,0
800.417,-0.067,0.111,-0.294,0.2,6.1,2.8,3.6,0
800.451,-0.067,0.107,-0.294,0.2,5.8,2.8,3.6,0
800.486,-0.067,0.106,-0.293,0.2,5.8,2.8,3.6,0
800.52,-0.067,0.106,-0.293,0.2,5.8,2.8,3.5,0
800.554,-0.067,0.106,-0.294,0.2,5.8,2.8,3.5,0
800.588,-0.067,0.106,-0.295,0.2,5.8,2.9,3.4,0
800.622,-0.068,0.106,-0.297,0.19,5.4,2.9,3.4,0
800.656,-0.068,0.106,-0.298,0.2,5.4,2.9,3.4,0
800.691,-0.068,0.104,-0.297,0.19,5.4,2.9,3.4,0
800.725,-0.068,0.109,-0.296,0.2,5.4,2.8,3.3,0
800.759,-0.068,0.111,-0.297,0.2,5,2.9,3.3,0
800.793,-0.068,0.112,-0.298,0.2,5,2.8,3.3,0
800.827,-0.068,0.112,-0.295,0.19,5,2.8,3.3,0
800.861,-0.068,0.112,-0.294,0.19,5.4,2.9,3.3,0
800.896,-0.068,0.112,-0.294,0.19,5.4,2.9,3.2,0
800.93,-0.068,0.114,-0.294,0.19,4.7,2.9,3.2,0
800.964,-0.068,0.114,-0.294,0.19,5,2.9,3.2,0
800.998,-0.068,0.111,-0.293,0.19,5,2.9,3.2,0
801.032,-0.068,0.109,-0.293,0.19,5,2.9,3.1,0
801.066,-0.068,0.109,-0.293,0.19,5,2.9,3.1,0
801.101,-0.068,0.109,-0.294,0.19,5,2.9,3.1,0
801.135,-0.068,0.111,-0.294,0.19,5,2.9,3.1,0
801.169,-0.068,0.111,-0.294,0.19,5,2.9,3.1,0
801.203,-0.068,0.111,-0.294,0.19,5,3,3.1,0
801.237,-0.068,0.111,-0.294,0.19,5,2.9,3.1,0
801.271,-0.068,0.112,-0.294,0.19,5,2.9,3,0
801.306,-0.068,0.112,-0.293,0.19,5.4,2.9,3,0
801.34,-0.068,0.112,-0.292,0.19,5,3,3,0
801.374,-0.068,0.114,-0.293,0.19,5,3,2.9,0
801.408,-0.068,0.114,-0.294,0.19,5,3,2.9,0
801.442,-0.068,0.114,-0.295,0.19,5,3,3,0
801.476,-0.068,0.111,-0.296,0.19,5,3,2.9,0
801.511,-0.068,0.109,-0.295,0.18,5,3,2.9,0
801.545,-0.068,0.109,-0.294,0.18,5,3,2.9,0
801.579,-0.068,0.107,-0.294,0.18,5,3,2.9,0
801.613,-0.068,0.111,-0.293,0.18,5,3,2.9,0
801.647,-0.068,0.112,-0.294,0.18,5,3,2.8,0
801.681,-0.068,0.114,-0.295,0.19,5,3,2.9,0
801.716,-0.068,0.116,-0.295,0.19,5,2.9,2.8,0
801.75,-0.068,0.112,-0.295,0.18,5,2.9,2.9,0
801.784,-0.068,0.111,-0.294,0.18,5,3,2.9,0
801.818,-0.068,0.111,-0.294,0.18,5,3,2.9,0
801.852,-0.069,0.111,-0.293,0.18,5,3,2.8,0
801.886,-0.069,0.111,-0.293,0.18,5,3,2.8,0
801.921,-0.069,0.111,-0.294,0.18,5,3,2.8,0
801.955,-0.069,0.111,-0.294,0.18,5,3,2.8,0
801.989,-0.069,0.111,-0.294,0.18,5,3,2.8,0
802.023,-0.069,0.109,-0.295,0.18,5,2.9,2.8,0
802.057,-0.069,0.107,-0.294,0.17,5,2.9,2.7,0
802.091,-0.069,0.106,-0.293,0.17,5,3,2.7,0
802.126,-0.069,0.104,-0.293,0.17,5,3,2.8,0
802.16,-0.069,0.104,-0.293,0.17,4.7,2.9,2.8,0
802.194,-0.069,0.102,-0.294,0.17,4.7,3,2.8,0
802.228,-0.069,0.104,-0.296,0.17,4.3,2.9,2.8,0
802.262,-0.069,0.104,-0.295,0.17,4.7,2.9,2.8,0
802.297,-0.069,0.107,-0.294,0.17,4.7,2.9,2.7,0
802.331,-0.069,0.109,-0.294,0.17,4.7,2.9,2.7,0
802.365,-0.069,0.111,-0.294,0.17,4.7,2.9,2.7,0
802.399,-0.069,0.111,-0.293,0.17,4.7,2.9,2.7,0
802.433,-0.069,0.109,-0.292,0.17,4.7,2.9,2.7,0
802.467,-0.069,0.109,-0.294,0.17,4.7,2.9,2.7,0
802.502,-0.069,0.109,-0.294,0.17,4.7,2.9,2.7,0
802.536,-0.069,0.109,-0.294,0.17,4.7,2.9,2.7,0
802.57,-0.069,0.111,-0.294,0.17,4.7,2.9,2.6,0
802.604,-0.069,0.112,-0.294,0.16,4.7,2.9,2.6,0
802.638,-0.07,0.111,-0.294,0.16,4.7,2.9,2.6,0
802.672,-0.07,0.109,-0.294,0.16,4.3,2.9,2.5,0
802.707,-0.07,0.107,-0.293,0.16,4.3,2.9,2.6,0
802.741,-0.07,0.106,-0.294,0.15,4.3,2.9,2.5,0
802.775,-0.07,0.102,-0.295,0.15,4.3,2.9,2.5,0
802.809,-0.07,0.101,-0.296,0.15,4.3,2.9,2.6,0
802.843,-0.07,0.102,-0.296,0.15,4.3,2.8,2.6,0
802.877,-0.07,0.102,-0.297,0.15,4.3,2.8,2.5,0
802.912,-0.07,0.104,-0.298,0.14,4.3,2.8,2.5,0
802.946,-0.07,0.106,-0.298,0.14,4,2.7,2.5,0
802.98,-0.069,0.106,-0.298,0.14,4,2.7,2.5,0
803.014,-0.069,0.106,-0.298,0.14,4.7,2.7,2.5,0
803.048,-0.068,0.099,-0.298,0.15,4.7,2.7,2.9,0
803.082,-0.068,0.095,-0.297,0.16,4.7,2.7,3.2,0
803.117,-0.068,0.09,-0.296,0.18,5.8,2.6,3.8,0
803.151,-0.067,0.088,-0.296,0.22,6.8,2.4,4.4,0
803.185,-0.065,0.101,-0.296,0.26,7.6,2.3,4.9,0
803.219,-0.064,0.11,-0.296,0.3,7.9,2.3,5.2,0
803.253,-0.063,0.116,-0.297,0.34,9.7,2.3,5.4,0
803.287,-0.061,0.119,-0.297,0.4,11.2,2.3,5.6,0
803.322,-0.06,0.121,-0.298,0.46,13,2.3,5.9,0
803.356,-0.059,0.123,-0.297,0.51,14.8,2.4,6.1,0
803.39,-0.058,0.123,-0.297,0.56,15.1,2.4,6.2,0
803.424,-0.057,0.123,-0.297,0.61,15.5,2.4,6.3,0
803.458,-0.056,0.123,-0.297,0.65,15.8,2.4,6.4,0
803.492,-0.055,0.122,-0.297,0.69,16.6,2.5,6.5,0
803.527,-0.054,0.124,-0.297,0.72,16.6,2.5,6.5,0
803.561,-0.054,0.125,-0.299,0.76,17.6,2.5,6.6,0
803.595,-0.053,0.127,-0.3,0.8,17.6,2.6,6.7,0
803.629,-0.052,0.128,-0.301,0.83,18,2.6,6.7,0
803.663,-0.051,0.128,-0.301,0.87,19.1,2.7,6.7,0
803.697,-0.051,0.128,-0.301,0.91,19.8,2.7,6.8,0
803.732,-0.05,0.127,-0.302,0.95,21.6,2.7,6.8,0
803.766,-0.049,0.127,-0.303,0.99,21.6,2.8,6.8,0
803.8,-0.049,0.132,-0.303,1.04,22.3,2.9,6.9,0
803.834,-0.048,0.137,-0.302,1.09,23,2.9,6.9,0
803.868,-0.047,0.14,-0.302,1.14,23,3,6.9,0
803.902,-0.046,0.145,-0.303,1.18,23.4,3,6.9,0
803.937,-0.046,0.148,-0.304,1.22,23.8,3.1,6.9,0
803.971,-0.045,0.154,-0.305,1.26,23.8,3.1,7,0
804.005,-0.044,0.158,-0.305,1.3,23.8,3.1,7,0
804.039,-0.044,0.162,-0.305,1.34,24.1,3.1,7,0
804.073,-0.043,0.164,-0.305,1.37,24.8,3.2,7,0
804.108,-0.043,0.167,-0.305,1.4,25.6,3.2,7,0
804.142,-0.042,0.168,-0.305,1.43,26.3,3.2,7,0
804.176,-0.042,0.171,-0.305,1.45,26.6,3.2,7,0
804.21,-0.041,0.172,-0.305,1.47,26.6,3.2,7,0
804.244,-0.041,0.177,-0.305,1.49,26.6,3.3,7,0
804.278,-0.041,0.18,-0.305,1.52,27,3.3,7,0
804.313,-0.04,0.184,-0.306,1.53,27,3.3,7,0
804.347,-0.04,0.186,-0.307,1.55,27,3.3,7,0
804.381,-0.04,0.187,-0.307,1.57,26.6,3.3,6.9,0
804.415,-0.04,0.187,-0.306,1.57,27,3.3,6.9,0
804.449,-0.04,0.187,-0.307,1.58,27,3.3,6.9,0
804.483,-0.04,0.187,-0.307,1.59,27,3.3,6.9,0
804.518,-0.04,0.187,-0.306,1.59,27,3.3,6.9,0
804.552,-0.04,0.187,-0.306,1.58,27,3.3,6.9,0
804.586,-0.04,0.186,-0.305,1.58,27,3.3,6.9,0
804.62,-0.04,0.186,-0.305,1.58,27,3.2,6.9,0
804.654,-0.04,0.186,-0.305,1.58,27,3.2,6.9,0
804.688,-0.04,0.185,-0.305,1.58,26.6,3.2,6.9,0
804.723,-0.04,0.186,-0.306,1.58,26.6,3.2,6.9,0
804.757,-0.04,0.187,-0.307,1.58,27,3.3,6.9,0
804.791,-0.04,0.188,-0.307,1.57,27,3.3,6.9,0
804.825,-0.04,0.189,-0.306,1.58,27,3.3,6.9,0
804.859,-0.04,0.189,-0.306,1.58,27,3.3,6.9,0
804.893,-0.04,0.19,-0.305,1.58,27,3.3,6.9,0
804.928,-0.04,0.19,-0.307,1.59,27,3.3,6.9,0
804.962,-0.039,0.19,-0.308,1.59,27,3.3,6.9,0
804.996,-0.039,0.19,-0.308,1.6,27,3.3,6.9,0
805.03,-0.039,0.19,-0.307,1.59,27,3.3,6.9,0
805.064,-0.039,0.191,-0.306,1.59,27,3.3,6.9,0
805.098,-0.039,0.191,-0.305,1.59,27,3.3,6.9,0
805.133,-0.039,0.191,-0.306,1.59,26.3,3.3,6.9,0
805.167,-0.039,0.191,-0.307,1.59,26.3,3.3,6.9,0
805.201,-0.039,0.189,-0.306,1.6,26.6,3.3,6.9,0
805.235,-0.039,0.189,-0.305,1.59,26.6,3.3,6.9,0
805.269,-0.039,0.188,-0.305,1.59,26.6,3.3,6.9,0
805.303,-0.039,0.187,-0.305,1.59,27,3.3,6.9,0
805.338,-0.039,0.189,-0.305,1.59,27,3.3,6.9,0
805.372,-0.039,0.191,-0.305,1.59,27,3.3,6.9,0
805.406,-0.039,0.191,-0.305,1.59,27,3.3,6.9,0
805.44,-0.039,0.191,-0.305,1.58,27,3.3,6.9,0
805.474,-0.039,0.192,-0.306,1.58,27,3.3,6.9,0
805.508,-0.039,0.193,-0.306,1.58,27,3.3,6.9,0
805.543,-0.039,0.193,-0.307,1.58,26.6,3.3,6.9,0
805.577,-0.04,0.193,-0.308,1.57,25.9,3.3,6.8,0
805.611,-0.04,0.192,-0.308,1.57,25.9,3.3,6.8,0
805.645,-0.04,0.191,-0.308,1.56,25.9,3.3,6.8,0
805.679,-0.04,0.191,-0.307,1.56,26.3,3.3,6.8,0
805.714,-0.04,0.19,-0.307,1.55,26.3,3.3,6.8,0
805.748,-0.04,0.191,-0.306,1.56,26.3,3.3,6.8,0
805.782,-0.04,0.191,-0.306,1.55,25.9,3.3,6.8,0
805.816,-0.04,0.191,-0.305,1.56,25.9,3.3,6.8,0
805.85,-0.04,0.191,-0.305,1.55,25.9,3.3,6.8,0
805.884,-0.04,0.191,-0.306,1.55,25.6,3.3,6.8,0
805.919,-0.04,0.191,-0.306,1.55,25.6,3.3,6.8,0
805.953,-0.04,0.192,-0.307,1.55,25.9,3.3,6.8,0
805.987,-0.04,0.192,-0.308,1.55,25.6,3.3,6.8,0
806.021,-0.04,0.193,-0.308,1.55,25.6,3.3,6.8,0
806.055,-0.04,0.193,-0.308,1.55,25.9,3.3,6.9,0
806.089,-0.04,0.193,-0.307,1.55,25.6,3.3,6.9,0
806.124,-0.04,0.193,-0.306,1.55,25.6,3.3,6.9,0
806.158,-0.04,0.192,-0.306,1.55,25.2,3.3,6.9,0
806.192,-0.04,0.191,-0.306,1.55,25.2,3.3,6.9,0
806.226,-0.04,0.191,-0.306,1.56,25.2,3.3,6.9,0
806.26,-0.04,0.192,-0.306,1.56,25.2,3.3,6.9,0
806.294,-0.04,0.191,-0.306,1.55,25.2,3.3,6.9,0
806.329,-0.04,0.191,-0.307,1.55,25.2,3.3,6.9,0
806.363,-0.04,0.191,-0.307,1.54,25.2,3.3,6.8,0
806.397,-0.04,0.192,-0.307,1.54,25.6,3.3,6.8,0
806.431,-0.04,0.192,-0.307,1.54,25.6,3.3,6.8,0
806.465,-0.04,0.192,-0.307,1.54,25.9,3.3,6.8,0
806.499,-0.041,0.191,-0.306,1.53,25.6,3.3,6.8,0
806.534,-0.041,0.191,-0.305,1.53,25.2,3.3,6.8,0
806.568,-0.041,0.192,-0.306,1.54,25.6,3.3,6.8,0
806.602,-0.041,0.192,-0.307,1.54,25.6,3.3,6.8,0
806.636,-0.041,0.191,-0.306,1.54,25.6,3.3,6.8,0
806.67,-0.041,0.191,-0.305,1.53,25.6,3.3,6.8,0
806.704,-0.041,0.19,-0.305,1.54,25.6,3.3,6.8,0
806.739,-0.041,0.189,-0.306,1.53,25.6,3.2,6.8,0
806.773,-0.041,0.188,-0.306,1.53,25.6,3.2,6.8,0
806.807,-0.041,0.187,-0.306,1.5,25.6,3.2,6.8,0
806.841,-0.042,0.18,-0.305,1.46,25.6,3.2,6.7,0
806.875,-0.043,0.176,-0.305,1.4,25.2,3.1,6.7,0
806.909,-0.044,0.168,-0.303,1.33,24.1,3,6.6,0
806.944,-0.045,0.163,-0.301,1.28,23.8,3,6.6,0
806.978,-0.045,0.16,-0.302,1.25,23.4,3,6.5,0
807.012,-0.045,0.158,-0.303,1.24,23.4,3,6.5,0
807.046,-0.045,0.155,-0.304,1.23,23,2.9,6.5,0
807.08,-0.046,0.154,-0.304,1.19,23,2.9,6.5,0
807.114,-0.047,0.154,-0.303,1.11,22,2.7,6.5,0
807.149,-0.05,0.141,-0.303,0.94,20.2,2.5,6.4,0
807.183,-0.053,0.133,-0.301,0.72,16.9,2.1,6.2,0
807.217,-0.058,0.111,-0.298,0.5,13,1.9,5.6,0
807.251,-0.061,0.096,-0.298,0.35,10.4,2,4.8,0
807.285,-0.064,0.089,-0.298,0.27,8.3,2.2,4.2,0
807.319,-0.066,0.087,-0.297,0.24,6.8,2.5,3.8,0
807.354,-0.067,0.09,-0.296,0.22,6.5,2.6,3.5,0
807.388,-0.068,0.094,-0.297,0.21,6.1,2.6,3.3,0
807.422,-0.068,0.09,-0.297,0.2,5.8,2.7,3.2,0
807.456,-0.069,0.089,-0.298,0.19,5.8,2.8,3.1,0
807.49,-0.069,0.092,-0.298,0.19,5.8,2.9,3,0
807.525,-0.069,0.095,-0.298,0.19,5.4,2.9,2.9,0
807.559,-0.069,0.095,-0.297,0.19,5,2.9,2.8,0
807.593,-0.069,0.097,-0.298,0.19,5.4,3,2.8,0
807.627,-0.069,0.099,-0.298,0.19,5.4,3,2.8,0
807.661,-0.069,0.099,-0.296,0.19,5.4,3,2.7,0
807.695,-0.069,0.099,-0.295,0.19,5,3,2.7,0
807.73,-0.069,0.099,-0.297,0.19,5,3,2.7,0
807.764,-0.069,0.099,-0.298,0.19,5,3,2.7,0
807.798,-0.069,0.099,-0.298,0.19,5,3,2.7,0
807.832,-0.069,0.099,-0.297,0.19,5.4,3,2.7,0
807.866,-0.069,0.099,-0.296,0.19,5.4,3,2.7,0
807.9,-0.069,0.097,-0.295,0.19,5.4,3.1,2.6,0
807.935,-0.07,0.097,-0.294,0.19,5,3.1,2.6,0
807.969,-0.07,0.099,-0.294,0.19,5,3.1,2.6,0
808.003,-0.07,0.101,-0.295,0.19,5,3.1,2.6,0
808.037,-0.07,0.102,-0.296,0.19,5,3.1,2.6,0
808.071,-0.07,0.102,-0.295,0.19,5,3.1,2.6,0
808.105,-0.07,0.102,-0.295,0.19,5,3.1,2.6,0
808.14,-0.07,0.102,-0.295,0.19,4.7,3.1,2.5,0
808.174,-0.07,0.102,-0.295,0.19,4.3,3.1,2.5,0
808.208,-0.07,0.104,-0.294,0.19,4.7,3.1,2.5,0
808.242,-0.07,0.102,-0.294,0.19,5,3.1,2.5,0
808.276,-0.07,0.101,-0.294,0.19,5,3.1,2.6,0
808.31,-0.07,0.101,-0.294,0.19,5,3.1,2.6,0
808.345,-0.07,0.099,-0.294,0.19,4.7,3.2,2.5,0
808.379,-0.07,0.102,-0.294,0.19,5,3.2,2.5,0
808.413,-0.07,0.104,-0.294,0.19,5,3.1,2.5,0
808.447,-0.07,0.101,-0.294,0.19,5,3.2,2.5,0
808.481,-0.07,0.099,-0.294,0.19,5,3.2,2.5,0
808.515,-0.07,0.101,-0.295,0.19,5,3.1,2.5,0
808.55,-0.07,0.101,-0.295,0.19,4.7,3.1,2.5,0
808.584,-0.07,0.101,-0.295,0.19,4.7,3.1,2.5,0
808.618,-0.07,0.101,-0.295,0.19,4.3,3.1,2.5,0
808.652,-0.07,0.101,-0.294,0.19,4.3,3.1,2.5,0
808.686,-0.07,0.101,-0.295,0.19,4.3,3.1,2.5,0
808.72,-0.07,0.101,-0.295,0.18,4.3,3.1,2.5,0
808.755,-0.07,0.101,-0.295,0.19,4.7,3.1,2.6,0
808.789,-0.07,0.102,-0.295,0.19,5,3.1,2.5,0
808.823,-0.07,0.102,-0.296,0.19,4.7,3.1,2.5,0
808.857,-0.07,0.102,-0.297,0.19,4.3,3.1,2.5,0
808.891,-0.07,0.102,-0.297,0.19,4.7,3.1,2.5,0
808.925,-0.07,0.102,-0.297,0.19,4.7,3.1,2.5,0
808.96,-0.07,0.102,-0.297,0.19,4.3,3.1,2.5,0
808.994,-0.07,0.101,-0.296,0.19,4.3,3.1,2.5,0
809.028,-0.07,0.099,-0.296,0.18,4.3,3.1,2.5,0
809.062,-0.07,0.099,-0.295,0.18,4.3,3.1,2.5,0
809.096,-0.07,0.099,-0.296,0.18,4.3,3.1,2.5,0
809.131,-0.07,0.099,-0.296,0.18,4.7,3.1,2.5,0
809.165,-0.07,0.099,-0.295,0.18,4.3,3.1,2.5,0
809.199,-0.07,0.101,-0.295,0.18,4.3,3.1,2.5,0
809.233,-0.07,0.101,-0.296,0.18,4.3,3.1,2.5,0
809.267,-0.07,0.101,-0.296,0.18,4.3,3.1,2.5,0
809.301,-0.071,0.102,-0.295,0.18,4.7,3.1,2.5,0
809.336,-0.071,0.102,-0.294,0.18,4.3,3.1,2.5,0
809.37,-0.07,0.102,-0.295,0.18,4.7,3.1,2.5,0
809.404,-0.07,0.102,-0.296,0.18,5,3,2.7,0
809.438,-0.07,0.101,-0.295,0.2,5,2.9,3.1,0
809.472,-0.069,0.095,-0.295,0.21,5.4,2.8,3.4,0
809.506,-0.068,0.09,-0.296,0.22,6.1,2.6,3.7,0
809.541,-0.067,0.089,-0.296,0.23,6.1,2.5,3.9,0
809.575,-0.066,0.092,-0.297,0.24,7.6,2.4,4.2,0
